field0,Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts_s,Flow_Pkts_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts_s,Bwd_Pkts_s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down_Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts_b_Avg,Fwd_Pkts_b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts_b_Avg,Bwd_Pkts_b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
261845,192.168.56.1-97.74.104.201-37101-80-6,192.168.56.1,37101,97.74.104.201,80,6,12/06/2010 08:04:34 PM,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.3333333333,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,0,64,0.0,333333.33333333326,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
264471,192.168.56.1-67.220.214.50-36858-80-6,192.168.56.1,36858,67.220.214.50,80,6,12/06/2010 02:36:44 PM,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.3333333333,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,0,64,0.0,333333.33333333326,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
265295,192.168.56.1-97.74.144.108-37056-80-6,192.168.56.1,37056,97.74.144.108,80,6,13/06/2010 12:24:33 AM,7,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285714.28571428574,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,0,64,0.0,285714.2857142857,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
266318,192.168.56.1-67.220.214.50-36819-80-6,192.168.56.1,36819,67.220.214.50,80,6,12/06/2010 02:36:42 PM,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.3333333333,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,0,64,0.0,333333.33333333326,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
266503,192.168.56.1-97.74.104.201-37425-80-6,192.168.56.1,37425,97.74.104.201,80,6,12/06/2010 08:06:32 PM,10,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199999.99999999997,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0,0,0,0,0,64,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
266884,192.168.56.1-97.74.144.108-37684-80-6,192.168.56.1,37684,97.74.144.108,80,6,13/06/2010 12:26:54 AM,8,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,0,64,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
268378,192.168.56.1-97.74.104.201-37471-80-6,192.168.56.1,37471,97.74.104.201,80,6,12/06/2010 08:06:33 PM,13,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153846.15384615384,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,0,0,0,0,0,64,0.0,153846.15384615384,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
269951,192.168.56.1-97.74.144.108-37129-80-6,192.168.56.1,37129,97.74.144.108,80,6,13/06/2010 12:24:38 AM,14,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.14285714287,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,64,0.0,142857.14285714287,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
270435,192.168.56.1-97.74.104.201-36754-80-6,192.168.56.1,36754,97.74.104.201,80,6,12/06/2010 08:03:37 PM,15,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133333.33333333334,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0,0,0,0,0,64,0.0,133333.33333333337,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
270815,192.168.56.1-97.74.144.108-36595-80-6,192.168.56.1,36595,97.74.144.108,80,6,13/06/2010 12:21:35 AM,7,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285714.28571428574,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,0,64,0.0,285714.2857142857,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
271355,192.168.3.114-203.73.24.75-3122-80-6,192.168.3.114,3122,203.73.24.75,80,6,12/06/2010 02:23:40 PM,748439,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6722284648448307,748439.0,0.0,748439.0,748439.0,0.0,0.0,0.0,0.0,0.0,748439.0,748439.0,0.0,748439.0,748439.0,0,0,0,0,0,40,0.0,2.6722284648448307,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,5840,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
271929,192.168.56.1-67.220.214.50-37787-80-6,192.168.56.1,37787,67.220.214.50,80,6,12/06/2010 02:40:07 PM,8,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,0,64,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
272132,192.168.56.1-97.74.144.108-37282-80-6,192.168.56.1,37282,97.74.144.108,80,6,13/06/2010 12:25:37 AM,11,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181818.18181818182,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,0,0,0,0,0,64,0.0,181818.18181818182,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
273975,192.168.56.1-67.220.214.50-37280-80-6,192.168.56.1,37280,67.220.214.50,80,6,12/06/2010 02:38:37 PM,10,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199999.99999999997,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0,0,0,0,0,64,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
276606,192.168.56.1-97.74.144.108-36472-80-6,192.168.56.1,36472,97.74.144.108,80,6,13/06/2010 12:21:15 AM,7,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285714.28571428574,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,0,64,0.0,285714.2857142857,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
276935,192.168.56.1-97.74.104.201-37382-80-6,192.168.56.1,37382,97.74.104.201,80,6,12/06/2010 08:06:26 PM,9,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222222.22222222222,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0,0,0,0,0,64,0.0,222222.22222222228,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
277737,192.168.56.1-67.220.214.50-37541-80-6,192.168.56.1,37541,67.220.214.50,80,6,12/06/2010 02:40:11 PM,9,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222222.22222222222,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0,0,0,0,0,64,0.0,222222.22222222228,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
279061,192.168.56.1-97.74.144.108-36947-80-6,192.168.56.1,36947,97.74.144.108,80,6,13/06/2010 12:24:01 AM,8,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,0,64,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
279306,192.168.56.1-67.220.214.50-36919-80-6,192.168.56.1,36919,67.220.214.50,80,6,12/06/2010 02:37:02 PM,9,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222222.22222222222,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0,0,0,0,0,64,0.0,222222.22222222228,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
281215,192.168.56.1-97.74.144.108-36948-80-6,192.168.56.1,36948,97.74.144.108,80,6,13/06/2010 12:24:01 AM,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.3333333333,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,0,64,0.0,333333.33333333326,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
281523,192.168.56.1-67.220.214.50-37498-80-6,192.168.56.1,37498,67.220.214.50,80,6,12/06/2010 02:39:46 PM,8,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,0,64,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
281764,192.168.56.1-97.74.104.201-37814-80-6,192.168.56.1,37814,97.74.104.201,80,6,12/06/2010 08:07:38 PM,8,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,0,64,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
284724,192.168.56.1-97.74.104.201-36826-80-6,192.168.56.1,36826,97.74.104.201,80,6,12/06/2010 08:03:43 PM,7,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285714.28571428574,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,0,64,0.0,285714.2857142857,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
284875,192.168.56.1-97.74.104.201-37184-80-6,192.168.56.1,37184,97.74.104.201,80,6,12/06/2010 08:04:54 PM,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.3333333333,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,0,64,0.0,333333.33333333326,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
285636,192.168.56.1-97.74.104.201-37220-80-6,192.168.56.1,37220,97.74.104.201,80,6,12/06/2010 08:04:54 PM,17,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117647.05882352941,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,0,0,0,0,0,64,0.0,117647.0588235294,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
287716,192.168.56.1-97.74.104.201-37192-80-6,192.168.56.1,37192,97.74.104.201,80,6,12/06/2010 08:04:54 PM,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399999.99999999994,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,0,64,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
288210,192.168.56.1-67.220.214.50-37351-80-6,192.168.56.1,37351,67.220.214.50,80,6,12/06/2010 02:39:26 PM,15,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133333.33333333334,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0,0,0,0,0,64,0.0,133333.33333333337,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
288420,192.168.56.1-97.74.144.108-37060-80-6,192.168.56.1,37060,97.74.144.108,80,6,13/06/2010 12:24:33 AM,9,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222222.22222222222,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0,0,0,0,0,64,0.0,222222.22222222228,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
289013,192.168.56.1-97.74.104.201-37316-80-6,192.168.56.1,37316,97.74.104.201,80,6,12/06/2010 08:05:37 PM,29,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68965.5172413793,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,29.0,29.0,0,0,0,0,0,64,0.0,68965.51724137929,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
416700,192.168.10.8-192.168.10.50-53855-22-6,192.168.10.50,22,192.168.10.8,53855,6,03/07/2017 10:13:18 PM,67,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44776.119402985074,33.5,20.506096654409877,48.0,19.0,0.0,0.0,0.0,0.0,0.0,67.0,33.5,20.506096654409877,48.0,19.0,0,0,0,0,0,60,0.0,44776.11940298507,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,16399,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
497920,192.168.10.12-23.111.11.111-50904-443-6,23.111.11.111,443,192.168.10.12,50904,6,03/07/2017 06:42:20 PM,78,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25641.02564102564,78.0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,78.0,78.0,0,0,0,0,0,40,0.0,25641.02564102564,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,341,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
343872,192.168.10.15-34.200.192.46-50700-443-6,34.200.192.46,443,192.168.10.15,50700,6,03/07/2017 06:39:13 PM,90,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22222.222222222223,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,90.0,90.0,0,0,0,0,0,40,0.0,22222.222222222223,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,63236,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
510737,192.168.10.5-50.115.208.113-52388-443-6,50.115.208.113,443,192.168.10.5,52388,6,03/07/2017 06:29:42 PM,37,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54054.05405405405,37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,37.0,37.0,0,0,0,0,0,40,0.0,54054.05405405405,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64305,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
456860,172.217.10.109-192.168.10.25-443-55699-6,172.217.10.109,443,192.168.10.25,55699,6,03/07/2017 07:28:44 PM,39,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51282.05128205128,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,39.0,39.0,0,0,0,0,0,64,0.0,51282.05128205128,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,32832,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
194553,192.168.10.25-54.183.252.153-59850-443-6,54.183.252.153,443,192.168.10.25,59850,6,03/07/2017 09:32:36 PM,46,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43478.260869565216,46.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,46.0,46.0,0,0,0,0,0,64,0.0,43478.260869565216,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,33304,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
382081,172.217.10.132-192.168.10.25-443-59112-6,172.217.10.132,443,192.168.10.25,59112,6,03/07/2017 07:49:24 PM,14,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.14285714287,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,64,0.0,142857.14285714287,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,32832,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
368854,192.168.10.25-68.67.178.110-65496-443-6,68.67.178.110,443,192.168.10.25,65496,6,03/07/2017 08:27:56 PM,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.3333333333,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,0,64,0.0,333333.33333333326,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,33304,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
478086,192.168.10.51-23.194.181.29-43365-80-6,23.194.181.29,80,192.168.10.51,43365,6,03/07/2017 07:01:38 PM,61,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32786.88524590164,61.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,61.0,61.0,0,0,0,0,0,64,0.0,32786.885245901634,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,229,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
343675,172.217.12.198-192.168.10.25-443-50320-6,172.217.12.198,443,192.168.10.25,50320,6,03/07/2017 06:33:06 PM,51,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39215.686274509804,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0,51.0,51.0,0,0,0,0,0,64,0.0,39215.68627450981,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,32832,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
337648,162.208.20.178-192.168.10.5-443-50904-6,162.208.20.178,443,192.168.10.5,50904,6,03/07/2017 06:01:04 PM,73,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27397.260273972603,73.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0,73.0,73.0,0,0,0,0,0,40,0.0,27397.260273972603,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,253,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
